id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
796,Portable de gaming,Extrême,Acer,Predator Orion 365-C75,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,32,4000,HDD,16,4412.07,3.8,2.89,20,bleu,Windows 11 Pro,Wi‑Fi 6E,5,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 4000 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
797,Ordinateur de bureau,Haut de gamme,Acer,Predator Orion 279-D58-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,16,1000,SSD NVMe,0,2630.97,3.8,8.16,38,noir/rouge,Windows 11 Famille,Wi‑Fi 6,11,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
798,Portable de gaming,Milieu de gamme,Gigabyte,AERO 960-E39,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,8,2000,SSD NVMe,16,1501.37,4.2,2.86,35,bleu,Windows 11 Pro,Wi‑Fi 7,7,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
799,Ordinateur de bureau,Haut de gamme,ASUS,ROG Strix 680-E41-Max,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,64,512,SSD NVMe,0,2745.41,3.6,17.34,0,noir,Windows 11 Famille,Wi‑Fi 7,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
800,Portable de gaming,Milieu de gamme,HP,OMEN 850-A26-X,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,16,512,SSD NVMe,17.3,1631.39,4.2,2.79,31,bleu,Windows 11 Famille,Wi‑Fi 6,2,2024,PC de jeu puissant avec processeur Intel Core i5-13400F et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
801,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion 552-A70,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,16,4000,SSD NVMe,0,1775.3,4.5,11.06,44,noir,Windows 11 Pro,Wi‑Fi 7,9,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
802,Ordinateur de bureau,Haut de gamme,Gigabyte,AORUS 872-D86-Pro,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,24,4000,SSD NVMe,0,2371.05,4,7.64,37,gris,Windows 11 Pro,Wi‑Fi 7,7,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
803,Ordinateur de bureau,Extrême,HP,Pavilion Gaming 615-C90-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,8,1000,SSD SATA,0,3551.85,5,13.2,7,argent,Windows 11 Pro,Wi‑Fi 6,9,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 1000 Go SSD SATA, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
804,Ordinateur de bureau,Haut de gamme,HP,OMEN 450-E33-Max,Intel Core i5-13400F,AMD Radeon RX 7900 XT,16,512,SSD NVMe,0,2292.71,4.8,15.5,51,noir,Windows 11 Pro,Wi‑Fi 7,11,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
805,Portable de gaming,Extrême,Lenovo,LOQ 431-B34-X,Intel Core i7-13700F,AMD Radeon RX 7900 XT,16,4000,SSD NVMe,16,2862.46,4,1.84,35,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
806,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion 976-C57-Max,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,24,1000,SSD NVMe,0,1752.89,5,7.35,35,blanc,Windows 11 Pro,Wi‑Fi 6,10,2024,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
807,Portable de gaming,Haut de gamme,Alienware,x16 567-C12-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,64,1000,SSD NVMe,16,2562.53,4,2.61,43,blanc,Windows 11 Pro,Wi‑Fi 6E,3,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
808,Ordinateur de bureau,Haut de gamme,Lenovo,Legion Pro 615-D45-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,24,2000,HDD,0,2140.61,4.2,12.84,0,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,8,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 2000 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
809,Ordinateur de bureau,Extrême,Lenovo,Legion 700-D17-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,24,4000,SSD NVMe,0,3415.01,3.8,7.29,27,blanc,Windows 11 Famille,Wi‑Fi 6,12,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
810,Portable de gaming,Haut de gamme,Dell,Inspiron Gaming 944-B29-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,48,256,SSD NVMe,16,2254.46,4.5,2.9,39,bleu,Windows 11 Pro,Wi‑Fi 7,3,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
811,Portable de gaming,Haut de gamme,Acer,Predator Helios 973-C67-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,24,2000,SSD NVMe,16,1982.13,3.6,2.5,40,gris,Windows 11 Pro,Wi‑Fi 7,8,2025,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
812,Portable de gaming,Haut de gamme,Acer,Predator Helios 537-D72-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,48,1000,SSD NVMe,16,2061.22,4.6,2.43,14,bleu,Windows 11 Pro,Wi‑Fi 6E,5,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
813,Ordinateur de bureau,Haut de gamme,Dell,Inspiron Gaming 852-A82,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,8,4000,SSD NVMe,0,2702.74,4.7,11.19,29,bleu,Windows 11 Famille,Wi‑Fi 6E,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
814,Portable de gaming,Extrême,ASUS,ROG G15 576-D29-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4070,64,4000,SSD NVMe,17.3,3182.95,4.6,2.76,27,noir,Windows 11 Pro,Wi‑Fi 6E,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
815,Ordinateur de bureau,Extrême,MSI,Codex 119-A38-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,16,4000,SSD NVMe,0,3120.69,5,7.86,46,noir/rouge,Windows 11 Pro,Wi‑Fi 7,7,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
816,Ordinateur de bureau,Milieu de gamme,Dell,Inspiron Gaming 256-B28-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,8,4000,SSD NVMe,0,1777.26,3.9,9.79,42,bleu,Windows 11 Famille,Wi‑Fi 6E,8,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
817,Ordinateur de bureau,Milieu de gamme,Dell,G15 306-C30-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,16,1000,SSD NVMe,0,1894.67,4,12.5,19,noir,Windows 11 Pro,Wi‑Fi 6E,12,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
818,Ordinateur de bureau,Entrée de gamme,Lenovo,Legion 557-D61,AMD Ryzen 5 7600,AMD Radeon RX 7600,8,256,HDD,0,1039.61,4.3,11.19,11,argent,Windows 11 Famille,Wi‑Fi 6,9,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 256 Go HDD, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
819,Portable de gaming,Extrême,Dell,Inspiron Gaming 525-B36-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,32,1000,SSD NVMe,16,2820.83,3.9,2.85,45,blanc,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
820,Portable de gaming,Haut de gamme,Dell,XPS Gaming 544-C39,Intel Core i5-13400F,AMD Radeon RX 7700 XT,64,2000,SSD SATA,15.6,2721.24,4.4,2.97,33,noir/rouge,Windows 11 Pro,Wi‑Fi 7,5,2024,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
821,Portable de gaming,Milieu de gamme,Acer,Predator Helios 678-A26-X,Intel Core i7-13700F,AMD Radeon RX 7700 XT,32,256,SSD NVMe,15.6,1800.53,3.3,2.16,38,gris,Windows 11 Pro,Wi‑Fi 7,5,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
822,Ordinateur de bureau,Haut de gamme,Alienware,m16 631-B95-X,Intel Core i5-13400F,AMD Radeon RX 7900 XT,16,256,SSD NVMe,0,2254.46,4.2,5.82,21,gris,Windows 11 Pro,Wi‑Fi 7,11,2024,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
823,Portable de gaming,Haut de gamme,MSI,Raider 581-A28,Intel Core i5-13400F,AMD Radeon RX 7600,32,4000,SSD SATA,15.6,1902.79,5,2.25,0,gris,Windows 11 Famille,Wi‑Fi 6,4,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 4000 Go SSD SATA, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
824,Ordinateur de bureau,Extrême,ASUS,ROG Strix 575-D78-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,64,256,SSD NVMe,0,3251.23,3.8,14.33,8,argent,Windows 11 Pro,Wi‑Fi 6E,9,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
825,Ordinateur de bureau,Entrée de gamme,Dell,Inspiron Gaming 589-D83,Intel Core i7-13700F,AMD Radeon RX 7600,16,512,SSD NVMe,0,1142.49,3.8,15.53,42,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,6,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
826,Ordinateur de bureau,Extrême,ASUS,TUF Gaming 356-B94-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4090,64,4000,SSD NVMe,0,5137.06,4.5,11.52,9,argent,Windows 11 Pro,Wi‑Fi 6E,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
827,Ordinateur de bureau,Milieu de gamme,Acer,Predator Orion 865-D90,Intel Core i7-13700F,NVIDIA GeForce RTX 4070,8,512,SSD NVMe,0,1651.96,4.7,13.8,30,argent,Windows 11 Famille,Wi‑Fi 6E,10,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
828,Portable de gaming,Extrême,Gigabyte,G5 292-E61-Pro,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,48,1000,SSD NVMe,15.6,4304.82,3.8,3.2,31,gris,Windows 11 Pro,Wi‑Fi 6,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
829,Portable de gaming,Haut de gamme,Gigabyte,AERO 779-A95-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,8,1000,SSD NVMe,15.6,2554.27,4.2,3.33,31,noir,Windows 11 Famille,Wi‑Fi 6,3,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
830,Portable de gaming,Milieu de gamme,ASUS,ROG Zephyrus 994-C49-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,48,512,SSD NVMe,17.3,1807.85,5,2.48,59,noir,Windows 11 Famille,Wi‑Fi 6,3,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
831,Ordinateur de bureau,Extrême,Razer,Blade 18 676-E77-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,48,512,SSD NVMe,0,3388.36,3.6,11.09,28,gris,Windows 11 Famille,Wi‑Fi 6,6,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
832,Portable de gaming,Milieu de gamme,Lenovo,LOQ 653-E64-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,32,1000,SSD NVMe,17.3,1735.9,4.4,2.94,16,blanc,Windows 11 Pro,Wi‑Fi 6E,5,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
833,Ordinateur de bureau,Milieu de gamme,MSI,Katana 825-E95-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,48,256,SSD NVMe,0,1817.93,4.9,7.22,1,blanc,Windows 11 Famille,Wi‑Fi 6,10,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
834,Ordinateur de bureau,Milieu de gamme,Acer,Predator Orion 500-E34-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,16,1000,SSD NVMe,0,1387.52,5,15.27,4,argent,Windows 11 Famille,Wi‑Fi 6E,9,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
835,Ordinateur de bureau,Milieu de gamme,Dell,G15 633-C77,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,32,512,SSD NVMe,0,1511.23,4.7,6.4,51,bleu,Windows 11 Famille,Wi‑Fi 7,8,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
836,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 996-C15-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,64,2000,SSD NVMe,0,2445.1,3.9,12.62,43,gris,Windows 11 Pro,Wi‑Fi 6,8,2025,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
837,Portable de gaming,Haut de gamme,ASUS,ROG Zephyrus 990-D99-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,64,256,SSD SATA,16,2235.12,4.3,2.11,48,gris,Windows 11 Pro,Wi‑Fi 7,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
838,Ordinateur de bureau,Haut de gamme,Alienware,Aurora R16 465-A11-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,48,2000,SSD NVMe,0,2584.8,4.1,12.54,19,noir,Windows 11 Pro,Wi‑Fi 7,8,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
839,Portable de gaming,Extrême,Alienware,Aurora R16 991-D15-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,64,256,SSD NVMe,15.6,3263.11,4.1,2.67,22,gris,Windows 11 Famille,Wi‑Fi 7,5,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
840,Portable de gaming,Milieu de gamme,Alienware,x16 455-D68,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4060,32,2000,SSD NVMe,15.6,1715.81,4.6,2.53,10,noir,Windows 11 Famille,Wi‑Fi 7,2,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
841,Ordinateur de bureau,Extrême,HP,Victus 846-D42,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,24,512,SSD NVMe,0,2860.33,3.5,7.04,4,blanc,Windows 11 Pro,Wi‑Fi 7,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
842,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 889-E92-SE,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,24,512,SSD SATA,0,2576.75,4.1,8.37,27,gris,Windows 11 Pro,Wi‑Fi 7,12,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
843,Ordinateur de bureau,Extrême,Dell,XPS Gaming 839-A91,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,64,512,SSD SATA,0,4529.48,4.4,11.7,7,gris,Windows 11 Pro,Wi‑Fi 6E,8,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
844,Portable de gaming,Extrême,Acer,Predator Helios 116-A34-Pro,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,64,4000,SSD NVMe,17.3,2928.31,3.6,3.08,9,bleu,Windows 11 Pro,Wi‑Fi 7,7,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
845,Ordinateur de bureau,Milieu de gamme,ASUS,ROG Strix 997-D43-SE,Intel Core i9-13900KF,AMD Radeon RX 7600,24,2000,SSD NVMe,0,1593.88,4.7,9.66,14,bleu,Windows 11 Pro,Wi‑Fi 7,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
846,Portable de gaming,Milieu de gamme,Lenovo,Legion 351-E29,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,32,512,SSD SATA,15.6,1499.2,4.5,3.37,40,blanc,Windows 11 Famille,Wi‑Fi 7,6,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
847,Portable de gaming,Haut de gamme,MSI,Raider 121-E71-X,AMD Ryzen 5 7600,AMD Radeon RX 7600,48,4000,SSD NVMe,15.6,2377.98,4,2.94,26,noir/rouge,Windows 11 Pro,Wi‑Fi 7,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
848,Ordinateur de bureau,Haut de gamme,Dell,XPS Gaming 479-C40-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,64,512,SSD NVMe,0,2370.18,3.6,13.08,12,bleu,Windows 11 Famille,Wi‑Fi 7,8,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
849,Portable de gaming,Haut de gamme,Razer,Blade 18 648-C23-Max,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,64,1000,SSD SATA,17.3,2776.91,5,2.47,4,blanc,Windows 11 Famille,Wi‑Fi 6E,4,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
850,Ordinateur de bureau,Haut de gamme,Gigabyte,AERO 609-E65-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,48,2000,SSD NVMe,0,2100.15,5,12.02,18,blanc,Windows 11 Pro,Wi‑Fi 7,11,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
851,Portable de gaming,Extrême,Dell,G15 683-C13-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,64,512,HDD,15.6,4532.91,4.5,2.7,23,bleu,Windows 11 Pro,Wi‑Fi 7,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
852,Ordinateur de bureau,Haut de gamme,Dell,G15 917-E62-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,48,1000,SSD SATA,0,2355.65,4.7,11.81,26,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,4,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
853,Ordinateur de bureau,Haut de gamme,ASUS,ROG Strix 523-B34-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,16,512,SSD NVMe,0,2432.99,4.1,9.83,18,gris,Windows 11 Famille,Wi‑Fi 6,12,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
854,Portable de gaming,Milieu de gamme,Alienware,x16 813-D27-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,24,1000,SSD NVMe,16,1554.99,4.1,3.3,22,noir,Windows 11 Pro,Wi‑Fi 6,4,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
855,Portable de gaming,Milieu de gamme,Lenovo,Legion Pro 762-A53-Pro,Intel Core i5-13400F,AMD Radeon RX 7600,24,256,SSD SATA,15.6,1366.55,3.8,2.84,17,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,5,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
856,Ordinateur de bureau,Entrée de gamme,MSI,Codex 104-C59,AMD Ryzen 7 7800X3D,AMD Radeon RX 7600,24,256,HDD,0,1288.01,4.6,8.68,31,argent,Windows 11 Pro,Wi‑Fi 7,8,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
857,Portable de gaming,Haut de gamme,ASUS,TUF Gaming 483-E32-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,16,4000,SSD NVMe,16,2654.03,4.5,1.79,45,bleu,Windows 11 Famille,Wi‑Fi 6,6,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
858,Portable de gaming,Haut de gamme,ASUS,ROG Zephyrus 704-E31-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,48,512,HDD,16,2375.01,4.6,2.68,45,blanc,Windows 11 Pro,Wi‑Fi 6,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
859,Portable de gaming,Haut de gamme,ASUS,ROG Zephyrus 474-B40-X,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,32,256,SSD NVMe,16,1988.05,5,2.71,38,bleu,Windows 11 Famille,Wi‑Fi 6,4,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
860,Ordinateur de bureau,Milieu de gamme,Razer,Blade 18 819-E76-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,16,1000,SSD NVMe,0,1597.98,3.8,12.22,29,gris,Windows 11 Famille,Wi‑Fi 7,5,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
861,Ordinateur de bureau,Extrême,Alienware,x16 602-A72,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,48,2000,SSD NVMe,0,4610.46,4.5,10.94,48,noir/rouge,Windows 11 Pro,Wi‑Fi 7,7,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
862,Portable de gaming,Extrême,MSI,Vector 414-E83,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,64,256,SSD NVMe,15.6,3563.12,4.3,2.78,12,argent,Windows 11 Pro,Wi‑Fi 6E,3,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
863,Ordinateur de bureau,Entrée de gamme,Alienware,Aurora R16 636-B75-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4060,16,256,SSD NVMe,0,1227.38,4.2,9.34,6,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,7,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
